Front	Back	Tags
WEP 24-bit IV problem	Initialization Vector is only 24 bits. Reuses within ~5000 frames. Attacker captures enough → cracks key in minutes. <br><br><span style="color:#888">5.9.a.2 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.a weight_high
WEP static keys	Same key across all devices. Never rotated. If one device compromised, entire network is exposed. <br><br><span style="color:#888">5.9.a.3 · weight: med</span>	ccna domain5 topic5.9 subtopic5.9.a weight_med
WPA (TKIP)	Wi-Fi Protected Access v1. Uses TKIP (still RC4-based). Temporary fix between WEP and WPA2. Now deprecated. <br><br><span style="color:#888">5.9.b.1 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.b weight_high
TKIP purpose	Made WEP-era hardware usable. Added per-packet keys and MIC. But TKIP itself has known weaknesses now. <br><br><span style="color:#888">5.9.b.2 · weight: med</span>	ccna domain5 topic5.9 subtopic5.9.b weight_med
Wireless cipher evolution	WEP (RC4) → WPA (TKIP/RC4) → WPA2 (AES/CCMP) → WPA3 (AES/GCMP + SAE). <br><br><span style="color:#888">5.9.b.3 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.b weight_high
WPA2	IEEE 802.11i standard. Current production baseline. Uses AES-CCMP encryption. <br><br><span style="color:#888">5.9.c.1 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.c weight_high
AES-CCMP	WPA2's strong cipher. Counter Mode with CBC-MAC Protocol. Replaces TKIP. <br><br><span style="color:#888">5.9.c.2 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.c weight_high
WPA2 minimum standard	Any enterprise deploying today should at minimum use WPA2 + AES. TKIP only for legacy compat. <br><br><span style="color:#888">5.9.c.3 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.c weight_high
WPA3	Newest WPA standard. Adds SAE, OWE, forward secrecy. Drops WPS. Currently rolling out. <br><br><span style="color:#888">5.9.d.1 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.d weight_high
SAE (Dragonfly)	Simultaneous Authentication of Equals. Replaces PSK handshake. Forward secrecy; resists offline dictionary attacks. <br><br><span style="color:#888">5.9.d.2 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.d weight_high
OWE	Opportunistic Wireless Encryption. Encrypts open networks (no password). Replaces plaintext on public WiFi. <br><br><span style="color:#888">5.9.d.3 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.d weight_high
WPA3-Enterprise 192-bit	Higher-security mode. 192-bit crypto for government/financial. Uses CNSA suite. <br><br><span style="color:#888">5.9.d.4 · weight: med</span>	ccna domain5 topic5.9 subtopic5.9.d weight_med
Personal mode	PSK (pre-shared key). Everyone uses the same password. Simple. Used in home/SOHO. <br><br><span style="color:#888">5.9.e.1 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.e weight_high
Enterprise mode	802.1X. Each user has unique credentials. Requires RADIUS. Used in corporate networks. <br><br><span style="color:#888">5.9.e.2 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.e weight_high
Scenario decision	'Home network' → Personal. 'Corporate with AD' → Enterprise. 'Small office no RADIUS' → Personal. <br><br><span style="color:#888">5.9.e.3 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.e weight_high
Wireless 802.1X supplicant	Client device (laptop, phone). Has 802.1X software configured with credentials or cert. <br><br><span style="color:#888">5.9.f.1 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.f weight_high
Wireless 802.1X authenticator	The WLC or AP. Forwards EAP messages between supplicant and RADIUS server. <br><br><span style="color:#888">5.9.f.2 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.f weight_high
Wireless 802.1X auth server	RADIUS server (ISE/NPS). Validates credentials against AD or internal database. Returns Accept/Reject. <br><br><span style="color:#888">5.9.f.3 · weight: high</span>	ccna domain5 topic5.9 subtopic5.9.f weight_high
WLC HTTPS GUI	Primary WLC management interface. Browser-based. Access via management IP on HTTPS. <br><br><span style="color:#888">5.10.a.1 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.a weight_high
WLC console initial setup	First-time WLC config via console. After IP assigned, switch to HTTPS GUI for full management. <br><br><span style="color:#888">5.10.a.2 · weight: med</span>	ccna domain5 topic5.10 subtopic5.10.a weight_med
WLC CLI limited	Some WLC CLI exists but most daily ops are GUI-driven. Different philosophy from IOS. <br><br><span style="color:#888">5.10.a.3 · weight: med</span>	ccna domain5 topic5.10 subtopic5.10.a weight_med
Three WLAN identifiers	Profile Name (internal), SSID (broadcast), WLAN ID (1-512). All three required. <br><br><span style="color:#888">5.10.b.1 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.b weight_high
Profile Name ≠ SSID	Profile is internal label; SSID is what users see. Can match or differ. <br><br><span style="color:#888">5.10.b.2 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.b weight_high
WLAN must be enabled	Default after creation is DISABLED. Set Status = Enabled to start broadcasting. <br><br><span style="color:#888">5.10.b.3 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.b weight_high
WPA2 + AES + PSK	Correct answer for WPA2-Personal scenarios. Layer 2 Security = WPA+WPA2, Encryption = AES, Auth = PSK. <br><br><span style="color:#888">5.10.c.1 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.c weight_high
TKIP = wrong answer	If WLC shows TKIP enabled, that's the security issue. Disable TKIP, enable only AES. <br><br><span style="color:#888">5.10.c.2 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.c weight_high
WPA2-PSK config	Security tab → Layer 2 Security → WPA+WPA2 → check AES → Auth Key Mgmt = PSK → enter key. <br><br><span style="color:#888">5.10.c.3 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.c weight_high
WLAN → interface → VLAN	Each WLAN maps to a dynamic interface, which is tied to a VLAN. Clients get IPs from that VLAN's DHCP. <br><br><span style="color:#888">5.10.d.1 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.d weight_high
General tab interface mapping	WLAN's General tab has 'Interface/Interface Group' dropdown. Select the dynamic interface. <br><br><span style="color:#888">5.10.d.2 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.d weight_high
Switch trunk must allow VLAN	Trunk between switch and WLC must allow the VLANs mapped to WLANs. Common failure scenario. <br><br><span style="color:#888">5.10.d.3 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.d weight_high
WLAN status Disabled = no broadcast	WLAN exists in config but SSID is NOT broadcast. APs don't announce it in beacons. <br><br><span style="color:#888">5.10.e.1 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.e weight_high
Enable the WLAN	WLANs tab → select WLAN → General → Status = Enabled → Apply. Now SSID appears. <br><br><span style="color:#888">5.10.e.2 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.e weight_high
Most common oversight	Lab sim scenario: 'new SSID invisible'. First check: WLAN status. Cheapest easy-point answer. <br><br><span style="color:#888">5.10.e.3 · weight: high</span>	ccna domain5 topic5.10 subtopic5.10.e weight_high
Automation reduces human error	40-80% of outages from human error. Automation applies tested templates → fewer typos, misconfigs. <br><br><span style="color:#888">6.1.a.1 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.a weight_high
Key automation benefits	Speed, consistency, scalability, self-healing, reduced errors. Test emphasizes these. <br><br><span style="color:#888">6.1.a.2 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.a weight_high
Automation speed benefit	Deploy 100 switches in minutes instead of days. Push config changes across fleet in seconds. <br><br><span style="color:#888">6.1.b.1 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.b weight_high
ZTP (Zero-Touch Provisioning)	Plug in new device → it auto-fetches its config from the network. No manual staging. <br><br><span style="color:#888">6.1.b.2 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.b weight_high
Scalability benefit	Same effort to manage 1,000 devices as 10. One template applies to entire fleet. <br><br><span style="color:#888">6.1.c.1 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.c weight_high
Linear vs sub-linear growth	Manual ops scale linearly with devices. Automation scales sub-linearly — more devices, minimal extra effort. <br><br><span style="color:#888">6.1.c.2 · weight: med</span>	ccna domain6 topic6.1 subtopic6.1.c weight_med
Consistency via templates	Same template → identical configs across devices. Eliminates 'snowflake' devices with unique tweaks. <br><br><span style="color:#888">6.1.d.1 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.d weight_high
Configuration drift	Devices gradually differ from intended config. Automation detects drift and re-aligns to template. <br><br><span style="color:#888">6.1.d.2 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.d weight_high
Compliance provability	Automation tools log exactly what config each device has at any time. Easy to prove compliance. <br><br><span style="color:#888">6.1.d.3 · weight: med</span>	ccna domain6 topic6.1 subtopic6.1.d weight_med
Self-healing networks	Event-driven automation. Detects issues (interface down, congestion) and auto-remediates without human. <br><br><span style="color:#888">6.1.e.1 · weight: high</span>	ccna domain6 topic6.1 subtopic6.1.e weight_high
MTTR reduction	Mean Time To Recovery. Automation cuts MTTR from hours to minutes/seconds. <br><br><span style="color:#888">6.1.e.2 · weight: med</span>	ccna domain6 topic6.1 subtopic6.1.e weight_med
Example auto-remediation	Link down → automation reroutes + opens ticket. High CPU → script kills runaway process. <br><br><span style="color:#888">6.1.e.3 · weight: med</span>	ccna domain6 topic6.1 subtopic6.1.e weight_med
Traditional networking	Distributed control plane. Each device independently runs routing/STP. CLI per-device config. Manual. <br><br><span style="color:#888">6.2.a.1 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.a weight_high
SDN / controller-based	Centralized control plane. Controller pushes config to devices. API-driven. Policy-based. <br><br><span style="color:#888">6.2.a.2 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.a weight_high
Contrast table	Traditional: per-device CLI, distributed. SDN: centralized controller, APIs, single pane of glass. <br><br><span style="color:#888">6.2.a.3 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.a weight_high
SDN controller	Centralized brain. Hosts control plane logic. Pushes forwarding info to devices via southbound APIs. <br><br><span style="color:#888">6.2.b.1 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.b weight_high
Data plane (devices)	Switches/routers in SDN only forward traffic. No local control decisions. <br><br><span style="color:#888">6.2.b.2 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.b weight_high
Southbound APIs	Controller → devices. Examples: OpenFlow, NETCONF, RESTCONF. Push config and forwarding rules. <br><br><span style="color:#888">6.2.b.3 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.b weight_high
Single pane of glass	One dashboard manages all devices. Replaces SSH-ing to each device individually. SDN buzzword. <br><br><span style="color:#888">6.2.c.1 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.c weight_high
Intent-Based Networking (IBN)	Describe DESIRED state (intent) → controller translates to device config. Declarative, not procedural. <br><br><span style="color:#888">6.2.c.2 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.c weight_high
DNA Center / Catalyst Center	Cisco's IBN platform. Network-wide controller (not just wireless). On-prem, manages wired + wireless. <br><br><span style="color:#888">6.2.d.1 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.d weight_high
DPPA four pillars	Design, Policy, Provision, Assurance. Memorize the acronym. <br><br><span style="color:#888">6.2.d.2 · weight: high</span>	ccna domain6 topic6.2 subtopic6.2.d weight_high
REST APIs	DNA Center exposes REST APIs for automation. Integrates with external systems via HTTPS/JSON. <br><br><span style="color:#888">6.2.d.3 · weight: med</span>	ccna domain6 topic6.2 subtopic6.2.d weight_med
Control plane vs data plane	Control = routing decisions (who to send where). Data = actual packet forwarding. SDN separates them. <br><br><span style="color:#888">6.3.a.1 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.a weight_high
SDN separation	Traditional: each device has both. SDN: control centralized on controller, data stays distributed on devices. <br><br><span style="color:#888">6.3.a.2 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.a weight_high
Management plane	Third plane. Config, monitoring. SSH, SNMP, NETCONF live here. <br><br><span style="color:#888">6.3.a.3 · weight: med</span>	ccna domain6 topic6.3 subtopic6.3.a weight_med
Northbound APIs	Controller ↔ applications. REST APIs typically. Apps use these to program the network. <br><br><span style="color:#888">6.3.b.1 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.b weight_high
Southbound APIs	Controller ↔ devices. OpenFlow, NETCONF, RESTCONF. Push device config and rules. <br><br><span style="color:#888">6.3.b.2 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.b weight_high
North vs South memory trick	Apps are 'up top' (north), devices are 'below' (south). Controller in the middle. <br><br><span style="color:#888">6.3.b.3 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.b weight_high
Underlay network	Physical network. Actual devices, links, routing protocols. Foundation. <br><br><span style="color:#888">6.3.c.1 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.c weight_high
Overlay network	Virtual network built on top of underlay. VXLAN tunnels. Logically independent from physical paths. <br><br><span style="color:#888">6.3.c.2 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.c weight_high
Fabric	Underlay + overlay together. Integrated programmable network. SD-Access, ACI, etc. <br><br><span style="color:#888">6.3.c.3 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.c weight_high
VXLAN	Virtual Extensible LAN. L2 frames tunneled over L3 networks. Primary DC overlay technology. <br><br><span style="color:#888">6.3.d.1 · weight: high</span>	ccna domain6 topic6.3 subtopic6.3.d weight_high
